target,source,weight
梁田清之,高乃丽,2
桐井大介,武内健,2
室毅,水桥研二,2
石田壹成,大路惠美,2
中井贵一,白本彩奈,2
石田壹成,山本圭,2
杉本哲太,石垣佑磨,2
下山吉光,朴璐美,2
笹本优子,草尾毅,2
麻生久美子,绯田康人,2
下山吉光,远近孝一,2
天海祐希,福田麻由子,2
下山吉光,远藤久美子,2
大泽隆夫,桐谷健太,2
石黑贤,柄本佑,2
大塚宁宁,阿部宽,2
笹本优子,武内健,2
杉本哲太,川原和久,2
鹿贺丈史,石黑贤,2
大塚宁宁,高桥一生,2
笹本优子,植田佳奈,2
笹本优子,森训久,2
竹中直人,段田安则,2
下山吉光,谷山纪章,2
鹿贺丈史,西村雅彦,2
石黑贤,樱井淳子,2
石黑贤,江口洋介,2
大泉洋,西田敏行,2
高桥一生,谷村美月,2
桐谷健太,中谷美纪,2
大泉洋,远藤宪一,2
大泽隆夫,绫濑遥,2
笑福亭鹤瓶,中岛裕翔,2
石丸干二,香川照之,2
柴崎幸,水野美纪,2
松岛菜菜子,藤木直人,2
黑木华,田中泯,2
笹本优子,羽多野涉,2
天海祐希,户田惠梨香,2
矢本悠马,清野菜名,2
大塚宁宁,柏原收史,2
下山吉光,长谷川步,2
桐谷健太,内野圣阳,2
石黑贤,户田惠子,2
下山吉光,铃村健一,2
杉本哲太,小泉今日子,2
杉本哲太,山中崇史,2
大塚宁宁,樱井幸子,2
杉本哲太,山西惇,2
矢田耕司,富泽美智惠,2
天海祐希,段田安则,2
松岛菜菜子,竹野内丰,2
天海祐希,沟端淳平,2
下山吉光,野田顺子,2
天海祐希,津川雅彦,2
天海祐希,温水洋一,2
下山吉光,落合弘治,2
黑部进,森次晃嗣,2
下山吉光,荻原秀树,2
下山吉光,草尾毅,2
杉本哲太,泷正则,2
大泽隆夫,内野圣阳,2
中原丈雄,草刈正雄,2
柴崎幸,堀北真希,2
笹本优子,堀内贤雄,2
矢田耕司,八奈见乘儿,2
笹本优子,咲野俊介,2
上野树里,小出惠介,2
大泽隆夫,中谷美纪,2
桐井大介,下山吉光,2
下山吉光,植田佳奈,2
下山吉光,森训久,2
下山吉光,森田成一,2
竹内凉真,内田理央,2
下山吉光,桐井大介,2
桐井大介,保志总一朗,2
高畑淳子,伊藤步,2
石黑贤,鹿贺丈史,2
桐井大介,保村真,2
大杉涟,田口智朗,2
高畑淳子,伊武雅刀,2
柴崎幸,大后寿寿花,2
杉本哲太,椎名桔平,2
杉本哲太,桥本爱,2
杉本哲太,松冈茉优,2
下山吉光,茅原实里,2
笹本优子,朴璐美,2
高畑淳子,山本耕史,2
大泉洋,长泽雅美,2
东照美,泉品子,2
大泽隆夫,小出惠介,2
笹本优子,本多阳子,2
高畑淳子,小林隆,2
下山吉光,羽多野涉,2
下山吉光,笹本优子,2
高桥一生,阿部隆史,2
天海祐希,西田敏行,2
黑木华,铃木亮平,2
板谷由夏,岛田久作,2
中原丈雄,铃木京香,2
柴崎幸,小林薰,2
黑木华,长塚圭史,2
笹本优子,川田绅司,2
笹本优子,岩村琴美,2
石黑贤,西村雅彦,2
大谷育江,飞田展男,2
神保悟志 ,反町隆史,2
中原丈雄,丸山智己,2
高木涉,江森浩子,2
高木涉,沼田祐介,2
石田彰,飞田展男,2
高木涉,池泽春菜,2
东出昌大,小日向文世,2
矢田耕司,高岛雅罗,2
松冈茉优,星野源,2
石垣佑磨,杉本哲太,2
柏原崇,京野琴美,2
森久保祥太郎,三宅健太,2
稻森泉,冈田义德,2
大谷育江,田中一成,2
森下爱子,阿部隆史,2
安田显,藤木直人,2
朴璐美,铃村健一,2
朴璐美,远近孝一,2
松重丰,永山绚斗,2
石田百合子,时任三郎,2
矢部享佑,绫野刚,2
高木涉,田中一成,2
稻叶实,矢田耕司,2
石田百合子,木村佳乃,2
东出昌大,山中崇,2
松重丰,不破万作,2
松重丰,大杉涟,2
朴璐美,堀内贤雄,2
松重丰,户田惠子,2
朴璐美,谷山纪章,2
高木涉,浦和惠,2
宝生舞,樱井淳子,2
石田百合子,椎名桔平,2
朴璐美,远藤久美子,2
柏原崇,佐藤蓝子,2
稻叶实,八奈见乘儿,2
稻森泉,北大路欣也,2
安田显,要润,2
石原里美,井浦新,2
堺雅人,段田安则,2
上川隆也,若村麻由美,2
森下爱子,药师丸博子,2
上川隆也,草刈民代,2
松重丰,滨田岳,2
大谷育江,石田彰,2
柏原崇,酒井美纪,2
石田彰,高木涉,2
大森南朋,松田龙平,2
夏木真理,北村一辉,2
稻叶实,岛田敏,2
竹野内丰,反町隆史,2
柏原崇,马渕英俚可,2
松冈茉优,江口德子,2
东出昌大,吹越满,2
大森南朋,松冈茉优,2
奥田瑛二,黑木美沙,2
东出昌大,高畑充希,2
朴璐美,保志总一朗,2
三石琴乃,池泽春菜,2
朴璐美,保村真,2
大森南朋,星野源,2
黑岛结菜,伊藤健太郎,2
松冈茉优,杉本哲太,2
麻生祐未,高冈早纪,2
森下爱子,酒井若菜,2
柏原收史,樱井幸子,2
森久保祥太郎,下山吉光,2
朴璐美,长谷川步,2
安田成美,松重丰,2
安田显,室毅,2
朴璐美,宫田幸季,2
大谷育江,浦和惠,2
石田彰,矢尾一树,2
石原里美,菅野美穗,2
稻叶实,富泽美智惠,2
不破万作,草笛光子,2
矢作穗香,高田里穗,2
高桥由美子,户田惠子,2
松重丰,北香那,2
松冈茉优,坂口健太郎,2
高木涉,飞田展男,2
中山亚微梨,友坂理惠,2
朴璐美,浪川大辅,2
松冈茉优,大森南朋,2
安田显,江原由希子,2
多部未华子,平山浩行,2
三石琴乃,西村千奈美,2
大谷育江,江森浩子,2
森下能幸,吉田羊,2
松冈茉优,吹越满,2
宝生舞,石黑贤,2
三石琴乃,金井美香,2
石坂浩二,上川隆也,2
松重丰,余贵美子,2
森下能幸,光石研,2
朴璐美,笹本优子,2
松坂庆子,内田有纪,2
三浦友和,八千草薰,2
大谷育江,丰岛真千子,2
夏木真理,高桥一生,2
松重丰,柄本佑,2
大森南朋,吉田羊,2
中山亚微梨,古尾谷雅人,2
石原里美,香川照之,2
石原里美,阿部宽,2
堺雅人,新垣结衣,2
黑岛结菜,川荣李奈,2
黑岛结菜,尾形一成,2
朴璐美,茅原实里,2
矢部享佑,佐佐木麻衣,2
大谷育江,沼田祐介,2
大森南朋,坂口健太郎,2
朴璐美,本多阳子,2
竹财辉之助,猪塚健太,2
松重丰,国仲凉子,2
东出昌大,杉本哲太,2
朴璐美,川田绅司,2
朴璐美,植田佳奈,2
矢部享佑,希崎·杰西卡,2
夏木真理,水川麻美,2
高木涉,石田彰,2
宝生舞,高桥由美子,2
朴璐美,岩村琴美,2
堺雅人,小池荣子,2
矢野圣人,小池荣子,2
竹财辉之助,吉田宗洋,2
朴璐美,荻原秀树,2
三石琴乃,绿川光,2
高桥由美子,京野琴美,2
麻生祐未,绫濑遥,2
稻叶实,高岛雅罗,2
堺雅人,山本耕史,2
朴璐美,桐井大介,2
东出昌大,松冈茉优,2
不破万作,绫田俊树,2
松冈茉优,东出昌大,2
朴璐美,森川智之,2
高桥由美子,宝生舞,2
朴璐美,森训久,2
大谷育江,池泽春菜,2
朴璐美,草尾毅,2
鹤田真由,森口瑶子,2
松重丰,八千草薰,2
石坂浩二,杉本哲太,2
松田龙平,片桐入,2
松坂桃李,吉田钢太郎,2
松坂桃李,吉冈里帆,2
稻叶友,内田理央,2
松坂桃李,安藤樱,2
石坂浩二,浅利阳介,2
柳乐优弥,仲野太贺,2
稻叶实,中岛千里,2
松重丰,安田成美,2
松冈茉优,浅野和之,2
松冈茉优,清野菜名,2
森久保祥太郎,保志总一朗,2
柳乐优弥,中田喜子,2
松坂桃李,仲野太贺,2
稻森泉,山本美月,2
竹本英史,铃村健一,2
竹野内丰,小林剑道,2
大地真央,片桐入,2
柏原收史,大塚宁宁,2
堺雅人,北大路欣也,2
稻叶实,江森浩子,2
森下爱子,满岛光,2
松重丰,田畑智子,2
竹野内丰,吉濑美智子,2
大谷育江,山口胜平,2
森久保祥太郎,保村真,2
奥田瑛二,八千草薰,2
松重丰,安藤玉惠,2
松重丰,岸本加世子,2
稻叶实,京田尚子,2
松坂桃李,岛崎遥香,2
大地真央,玉置浩二,2
森下爱子,猫背椿,2
朴璐美,下山吉光,2
高木涉,山口胜平,2
福田沙纪,德井优,2
夏木真理,中村靖日,2
稻森泉,广末凉子,2
堺雅人,片冈爱之助,2
松重丰,岩松了,2
松田龙平,菊池亚希子,2
松重丰,甲本雅裕,2
松坂桃李,中田喜子,2
桥本爱,小泉今日子,2
三浦友和,寺岛进,2
